"sp";"photo";"id";"codenom";"status";"taxref";"flore";"index";"family";"rank";"source";"obs";"large";"credit";"other";"...16";"...17";"attribution";"powo";"gbif";"inatid";"inat";"idphoto";"idobs";"mnhn";"tropicos";"fna";"inpn";"stat"
"Cyperus compressus";"https://inaturalist-open-data.s3.amazonaws.com/photos/178983657/original.jpeg";"Espèce de petite à moyenne taille aux épillets larges à centre foncé. Les glumes portent de courtes pointes et donnent un aspect épineux aux épillets. Fréquent dans les pelouses et les milieux un peu humides.";;"Cryptogène";456839;;;"Cyperaceae";1;"inat";"https://www.inaturalist.org/observations/106535842";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:304155-1";"https://www.gbif.org/fr/species/2713479";161424;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=161424";"178983657";"106535842";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+compressus";"https://tropicos.org/name/Search?name=cyperus%20compressus";"http://floranorthamerica.org/Cyperus_compressus";"https://openobs.mnhn.fr/redirect/inpn/taxa/456839?departmentInseeId=974&view=map";"Cr"
"Cyperus compressus";"https://inaturalist-open-data.s3.amazonaws.com/photos/181988166/original.jpeg";;;"Cryptogène";456839;;;"Cyperaceae";2;"inat";"https://www.inaturalist.org/observations/108125173";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:304155-1";"https://www.gbif.org/fr/species/2713479";161424;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=161424";"181988166";"108125173";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+compressus";"https://tropicos.org/name/Search?name=cyperus%20compressus";"http://floranorthamerica.org/Cyperus_compressus";"https://openobs.mnhn.fr/redirect/inpn/taxa/456839?departmentInseeId=974&view=map";"Cr"
"Cyperus compressus";"https://inaturalist-open-data.s3.amazonaws.com/photos/192080182/original.jpeg";;;"Cryptogène";456839;;;"Cyperaceae";3;"inat";"https://www.inaturalist.org/observations/113699410";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:304155-1";"https://www.gbif.org/fr/species/2713479";161424;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=161424";"192080182";"113699410";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+compressus";"https://tropicos.org/name/Search?name=cyperus%20compressus";"http://floranorthamerica.org/Cyperus_compressus";"https://openobs.mnhn.fr/redirect/inpn/taxa/456839?departmentInseeId=974&view=map";"Cr"
"Cyperus compressus";"https://inaturalist-open-data.s3.amazonaws.com/photos/146995847/original.jpeg";;;"Cryptogène";456839;;;"Cyperaceae";4;"inat";"https://www.inaturalist.org/observations/89041697";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:304155-1";"https://www.gbif.org/fr/species/2713479";161424;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=161424";"146995847";"89041697";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+compressus";"https://tropicos.org/name/Search?name=cyperus%20compressus";"http://floranorthamerica.org/Cyperus_compressus";"https://openobs.mnhn.fr/redirect/inpn/taxa/456839?departmentInseeId=974&view=map";"Cr"
"Cyperus compressus";"https://inaturalist-open-data.s3.amazonaws.com/photos/146995815/original.jpeg";;;"Cryptogène";456839;;;"Cyperaceae";5;"inat";"https://www.inaturalist.org/observations/89041697";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:304155-1";"https://www.gbif.org/fr/species/2713479";161424;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=161424";"146995815";"89041697";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+compressus";"https://tropicos.org/name/Search?name=cyperus%20compressus";"http://floranorthamerica.org/Cyperus_compressus";"https://openobs.mnhn.fr/redirect/inpn/taxa/456839?departmentInseeId=974&view=map";"Cr"
"Cyperus compressus";"https://inaturalist-open-data.s3.amazonaws.com/photos/146995883/original.jpeg";;;"Cryptogène";456839;;;"Cyperaceae";6;"inat";"https://www.inaturalist.org/observations/89041697";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:304155-1";"https://www.gbif.org/fr/species/2713479";161424;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=161424";"146995883";"89041697";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+compressus";"https://tropicos.org/name/Search?name=cyperus%20compressus";"http://floranorthamerica.org/Cyperus_compressus";"https://openobs.mnhn.fr/redirect/inpn/taxa/456839?departmentInseeId=974&view=map";"Cr"
"Cyperus compressus";"https://inaturalist-open-data.s3.amazonaws.com/photos/146995920/original.jpeg";;;"Cryptogène";456839;;;"Cyperaceae";7;"inat";"https://www.inaturalist.org/observations/89041697";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:304155-1";"https://www.gbif.org/fr/species/2713479";161424;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=161424";"146995920";"89041697";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+compressus";"https://tropicos.org/name/Search?name=cyperus%20compressus";"http://floranorthamerica.org/Cyperus_compressus";"https://openobs.mnhn.fr/redirect/inpn/taxa/456839?departmentInseeId=974&view=map";"Cr"
"Cyperus congestus";"https://inaturalist-open-data.s3.amazonaws.com/photos/170208621/original.jpeg";"Espèce de taille moyenne qui serait caractérisée par des regroupements d'épillets très compacts. L'espèce semble rarement rencontrée à la Réunion. L'espèce serait naturalisée dans les hauts de l'Ouest.";;"Exotique";93913;;;"Cyperaceae";1;"inat";"https://www.inaturalist.org/observations/101883776";;;;;;"(c) David Hoare, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:304172-1";"https://www.gbif.org/fr/species/2714656";161425;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=161425";"170208621";"101883776";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+congestus";"https://tropicos.org/name/Search?name=cyperus%20congestus";;"https://openobs.mnhn.fr/redirect/inpn/taxa/93913?departmentInseeId=974&view=map";"Ex"
"Cyperus congestus";"https://inaturalist-open-data.s3.amazonaws.com/photos/159212712/original.jpg";;;"Exotique";93913;;;"Cyperaceae";2;"inat";"https://www.inaturalist.org/observations/95872370";;;;;;"(c) Marie Delport, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:304172-1";"https://www.gbif.org/fr/species/2714656";161425;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=161425";"159212712";"95872370";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+congestus";"https://tropicos.org/name/Search?name=cyperus%20congestus";;"https://openobs.mnhn.fr/redirect/inpn/taxa/93913?departmentInseeId=974&view=map";"Ex"
"Cyperus congestus";"https://inaturalist-open-data.s3.amazonaws.com/photos/147191390/original.jpeg";;;"Exotique";93913;;;"Cyperaceae";3;"inat";"https://www.inaturalist.org/observations/89152279";;;;;;"(c) Duncan McKenzie, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:304172-1";"https://www.gbif.org/fr/species/2714656";161425;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=161425";"147191390";"89152279";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+congestus";"https://tropicos.org/name/Search?name=cyperus%20congestus";;"https://openobs.mnhn.fr/redirect/inpn/taxa/93913?departmentInseeId=974&view=map";"Ex"
"Cyperus congestus";"https://inaturalist-open-data.s3.amazonaws.com/photos/128235693/original.jpeg";;;"Exotique";93913;;;"Cyperaceae";4;"inat";"https://www.inaturalist.org/observations/78364269";;;;;;"(c) David Hoare, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:304172-1";"https://www.gbif.org/fr/species/2714656";161425;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=161425";"128235693";"78364269";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+congestus";"https://tropicos.org/name/Search?name=cyperus%20congestus";;"https://openobs.mnhn.fr/redirect/inpn/taxa/93913?departmentInseeId=974&view=map";"Ex"
"Cyperus congestus";"https://inaturalist-open-data.s3.amazonaws.com/photos/115707958/original.jpeg";;;"Exotique";93913;;;"Cyperaceae";5;"inat";"https://www.inaturalist.org/observations/71103080";;;;;;"(c) cbeem, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:304172-1";"https://www.gbif.org/fr/species/2714656";161425;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=161425";"115707958";"71103080";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+congestus";"https://tropicos.org/name/Search?name=cyperus%20congestus";;"https://openobs.mnhn.fr/redirect/inpn/taxa/93913?departmentInseeId=974&view=map";"Ex"
"Cyperus congestus";"https://inaturalist-open-data.s3.amazonaws.com/photos/111049073/original.jpg";;;"Exotique";93913;;;"Cyperaceae";6;"inat";"https://www.inaturalist.org/observations/68561522";;;;;;"(c) David Hoare, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:304172-1";"https://www.gbif.org/fr/species/2714656";161425;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=161425";"111049073";"68561522";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+congestus";"https://tropicos.org/name/Search?name=cyperus%20congestus";;"https://openobs.mnhn.fr/redirect/inpn/taxa/93913?departmentInseeId=974&view=map";"Ex"
"Cyperus congestus";"https://inaturalist-open-data.s3.amazonaws.com/photos/128235730/original.jpeg";;;"Exotique";93913;;;"Cyperaceae";7;"inat";"https://www.inaturalist.org/observations/78364269";;;;;;"(c) David Hoare, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:304172-1";"https://www.gbif.org/fr/species/2714656";161425;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=161425";"128235730";"78364269";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+congestus";"https://tropicos.org/name/Search?name=cyperus%20congestus";;"https://openobs.mnhn.fr/redirect/inpn/taxa/93913?departmentInseeId=974&view=map";"Ex"
"Cyperus corymbosus";"https://inaturalist-open-data.s3.amazonaws.com/photos/175534835/original.jpeg";"Espèce de moyenne à grande taille à la tige longue et mince. Contrairement à C. articulatus, la tige est triangulaire (quoique très arrondie), non cloisonnée et portent des feuilles près de la base. L'inflorescene comporte également de longues bractées. La distinction avec C. expansus semble beaucoup moins évidente, mais C. corymbosus serait généralement plus petit et les inflorescences semblent moins fournies. L'espèce semble surtout trouvée dans l'Ouest dans le secteur de St-Paul, alors que C. expansus est trouvé dans la Plaine de Bois Rouge.";;"Exotique";706157;;;"Cyperaceae";1;"inat";"https://www.inaturalist.org/observations/104721054";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:304212-1";"https://www.gbif.org/fr/species/2713778";490159;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=490159";"175534835";"104721054";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+corymbosus";"https://tropicos.org/name/Search?name=cyperus%20corymbosus";;"https://openobs.mnhn.fr/redirect/inpn/taxa/706157?departmentInseeId=974&view=map";"Ex"
"Cyperus corymbosus";"https://inaturalist-open-data.s3.amazonaws.com/photos/175534873/original.jpeg";;;"Exotique";706157;;;"Cyperaceae";2;"inat";"https://www.inaturalist.org/observations/104721054";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:304212-1";"https://www.gbif.org/fr/species/2713778";490159;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=490159";"175534873";"104721054";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+corymbosus";"https://tropicos.org/name/Search?name=cyperus%20corymbosus";;"https://openobs.mnhn.fr/redirect/inpn/taxa/706157?departmentInseeId=974&view=map";"Ex"
"Cyperus corymbosus";"https://inaturalist-open-data.s3.amazonaws.com/photos/180092903/original.jpeg";;;"Exotique";706157;;;"Cyperaceae";3;"inat";"https://www.inaturalist.org/observations/107115518";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:304212-1";"https://www.gbif.org/fr/species/2713778";490159;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=490159";"180092903";"107115518";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+corymbosus";"https://tropicos.org/name/Search?name=cyperus%20corymbosus";;"https://openobs.mnhn.fr/redirect/inpn/taxa/706157?departmentInseeId=974&view=map";"Ex"
"Cyperus corymbosus";"https://inaturalist-open-data.s3.amazonaws.com/photos/175533715/original.jpeg";;;"Exotique";706157;;;"Cyperaceae";4;"inat";"https://www.inaturalist.org/observations/104720570";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:304212-1";"https://www.gbif.org/fr/species/2713778";490159;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=490159";"175533715";"104720570";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+corymbosus";"https://tropicos.org/name/Search?name=cyperus%20corymbosus";;"https://openobs.mnhn.fr/redirect/inpn/taxa/706157?departmentInseeId=974&view=map";"Ex"
"Cyperus corymbosus";"https://inaturalist-open-data.s3.amazonaws.com/photos/175534927/original.jpeg";;;"Exotique";706157;;;"Cyperaceae";5;"inat";"https://www.inaturalist.org/observations/104721054";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:304212-1";"https://www.gbif.org/fr/species/2713778";490159;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=490159";"175534927";"104721054";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+corymbosus";"https://tropicos.org/name/Search?name=cyperus%20corymbosus";;"https://openobs.mnhn.fr/redirect/inpn/taxa/706157?departmentInseeId=974&view=map";"Ex"
"Cyperus corymbosus";"https://inaturalist-open-data.s3.amazonaws.com/photos/180093046/original.jpeg";;;"Exotique";706157;;;"Cyperaceae";6;"inat";"https://www.inaturalist.org/observations/107115518";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:304212-1";"https://www.gbif.org/fr/species/2713778";490159;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=490159";"180093046";"107115518";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+corymbosus";"https://tropicos.org/name/Search?name=cyperus%20corymbosus";;"https://openobs.mnhn.fr/redirect/inpn/taxa/706157?departmentInseeId=974&view=map";"Ex"
"Cyperus corymbosus";"https://inaturalist-open-data.s3.amazonaws.com/photos/175534902/original.jpeg";;;"Exotique";706157;;;"Cyperaceae";7;"inat";"https://www.inaturalist.org/observations/104721054";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:304212-1";"https://www.gbif.org/fr/species/2713778";490159;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=490159";"175534902";"104721054";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+corymbosus";"https://tropicos.org/name/Search?name=cyperus%20corymbosus";;"https://openobs.mnhn.fr/redirect/inpn/taxa/706157?departmentInseeId=974&view=map";"Ex"
